session,gameNum,costCond,visibilityCond,purpleBackpackSize,purpleEnergy,redBackpackSize,redEnergy,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg,patchUniformity,nPatches,patchSize
US5bIYNPktMeE8,1,0,0,4,43,4,30,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
US5bIYNPktMeE8,2,0,0,4,34,4,25,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
US5bIYNPktMeE8,3,0,0,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
US5bIYNPktMeE8,4,0,0,4,23,4,22,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
US5bIYNPktMeE8,5,0,0,4,39,4,50,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
US5bIYNPktMeE8,6,0,0,4,66,4,61,0,0,0,0,4,4,0,2,"4,4"
US5bIYNPktMeE8,7,0,0,4,71,4,74,0,0,0,0,4,4,1,2,"4,4"
US5bIYNPktMeE8,8,0,0,4,68,4,52,0,0,0,0,5,3,1,2,"3,5"
US5bIYNPktMeE8,9,0,0,4,59,4,66,0,0,0,0,4,4,0,2,"4,4"
US5bIYNPktMeE8,10,0,0,4,72,4,63,1,0,-1,0,3,5,1,2,"3,5"
US5bIYNPktMeE8,11,0,0,4,74,4,65,1,0,-1,0,3,5,1,2,"5,3"
Ujdl2K6GeflUWs,0,1,1,5,0,3,27,0,0,0,0,3,5,1,2,"5,3"
Ujdl2K6GeflUWs,1,1,1,5,0,3,0,0,1,0,-1,7,7,0,5,"3,2,2,2,2,3"
Ujdl2K6GeflUWs,2,1,1,5,28,3,37,0,1,0,-1,4,4,0,2,"4,4"
Ujdl2K6GeflUWs,3,1,1,5,0,3,26,0,1,0,-1,5,3,1,2,"3,5"
Ujdl2K6GeflUWs,4,1,1,5,0,3,0,0,1,0,-1,7,7,1,5,"3,2,2,2,2,3"
Ujdl2K6GeflUWs,5,1,1,5,0,3,41,0,1,0,-1,4,4,1,2,"4,4"
Ujdl2K6GeflUWs,6,1,1,5,0,3,0,0,1,0,-1,7,7,0,5,"3,2,2,2,2,3"
Ujdl2K6GeflUWs,7,1,1,5,12,3,37,0,1,0,-1,5,3,1,2,"5,3"
Ujdl2K6GeflUWs,8,1,1,5,48,3,41,0,0,0,0,3,5,1,2,"3,5"
Ujdl2K6GeflUWs,9,1,1,5,24,3,30,0,1,0,-1,4,4,0,2,"4,4"
Ujdl2K6GeflUWs,10,1,1,5,0,3,0,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
Ujdl2K6GeflUWs,11,1,1,5,24,3,41,0,1,0,-1,4,4,1,2,"4,4"
UnhhiQvINPhklV,0,0,1,5,55,3,41,0,0,0,0,3,5,1,2,"3,5"
UnhhiQvINPhklV,1,0,1,5,61,3,54,0,0,0,0,4,4,0,2,"4,4"
UnhhiQvINPhklV,2,0,1,5,22,3,15,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
UnhhiQvINPhklV,3,0,1,5,21,3,2,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
UnhhiQvINPhklV,4,0,1,5,63,3,50,0,0,0,0,5,3,1,2,"3,5"
UnhhiQvINPhklV,5,0,1,5,71,3,54,0,0,0,0,4,4,1,2,"4,4"
UnhhiQvINPhklV,6,0,1,5,71,3,52,0,0,0,0,4,4,1,2,"4,4"
UnhhiQvINPhklV,7,0,1,5,59,3,42,0,0,0,0,4,4,0,2,"4,4"
UnhhiQvINPhklV,8,0,1,5,72,3,73,0,0,0,0,3,5,1,2,"5,3"
UnhhiQvINPhklV,9,0,1,5,25,3,26,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
UnhhiQvINPhklV,10,0,1,5,27,3,30,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
UnhhiQvINPhklV,11,0,1,5,68,3,54,0,0,0,0,5,3,1,2,"5,3"
Uyet9JuJtlLzZb,0,0,0,4,52,4,59,0,0,0,0,3,5,1,2,"3,5"
Uyet9JuJtlLzZb,1,0,0,4,71,4,74,0,1,1,-1,4,4,0,2,"4,4"
Uyet9JuJtlLzZb,2,0,0,4,44,4,37,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
Uyet9JuJtlLzZb,3,0,0,4,32,4,35,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
Uyet9JuJtlLzZb,4,0,0,4,68,4,52,0,0,0,0,5,3,1,2,"3,5"
Uyet9JuJtlLzZb,5,0,0,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
Uyet9JuJtlLzZb,6,0,0,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
Uyet9JuJtlLzZb,7,0,0,4,63,4,64,0,0,0,0,4,4,0,2,"4,4"
Uyet9JuJtlLzZb,8,0,0,4,74,4,65,1,0,-1,0,3,5,1,2,"5,3"
Uyet9JuJtlLzZb,9,0,0,4,25,4,46,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
Uyet9JuJtlLzZb,10,0,0,4,29,4,48,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
Uyet9JuJtlLzZb,11,0,0,4,66,4,52,0,0,0,0,5,3,1,2,"5,3"
V1ZNTsuOwNNanU,0,1,1,5,0,3,36,0,0,0,0,3,5,1,2,"5,3"
V1ZNTsuOwNNanU,1,1,1,5,27,3,0,0,0,0,0,4,4,1,2,"4,4"
V1ZNTsuOwNNanU,2,1,1,5,42,3,8,0,0,0,0,4,4,1,2,"4,4"
V1ZNTsuOwNNanU,3,1,1,5,0,3,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
V1ZNTsuOwNNanU,4,1,1,5,41,3,8,0,0,0,0,5,3,1,2,"5,3"
V1ZNTsuOwNNanU,5,1,1,5,0,3,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
V1ZNTsuOwNNanU,6,1,1,5,0,3,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
V1ZNTsuOwNNanU,7,1,1,5,41,3,4,0,0,0,0,5,3,1,2,"3,5"
V1ZNTsuOwNNanU,8,1,1,5,48,3,41,0,0,0,0,3,5,1,2,"3,5"
V1ZNTsuOwNNanU,9,1,1,5,42,3,4,0,1,1,-1,4,4,0,2,"4,4"
V1ZNTsuOwNNanU,10,1,1,5,0,3,37,0,1,0,-1,4,4,0,2,"4,4"
V1ZNTsuOwNNanU,11,1,1,5,0,3,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
VNfL7CS9kqaA96,0,1,0,4,26,4,19,0,0,0,0,4,4,0,2,"4,4"
VNfL7CS9kqaA96,1,1,0,4,42,4,48,0,0,0,0,4,4,1,2,"4,4"
VNfL7CS9kqaA96,2,1,0,4,0,4,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
VNfL7CS9kqaA96,3,1,0,4,0,4,0,0,1,0,-1,7,7,1,5,"3,2,2,2,2,3"
VNfL7CS9kqaA96,4,1,0,4,42,4,36,1,0,-1,0,3,5,1,2,"5,3"
VNfL7CS9kqaA96,5,1,0,4,0,4,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
VNfL7CS9kqaA96,6,1,0,4,42,4,28,1,0,-1,0,3,5,1,2,"3,5"
VNfL7CS9kqaA96,7,1,0,4,42,4,48,0,0,0,0,4,4,1,2,"4,4"
VNfL7CS9kqaA96,8,1,0,4,32,4,46,0,1,0,-1,5,3,1,2,"5,3"
VNfL7CS9kqaA96,9,1,0,4,0,4,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
VNfL7CS9kqaA96,10,1,0,4,28,4,22,0,0,0,0,4,4,0,2,"4,4"
VNfL7CS9kqaA96,11,1,0,4,36,4,4,0,0,0,0,5,3,1,2,"3,5"
VVQ14G1K25VOFw,0,0,0,3,28,5,21,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
VVQ14G1K25VOFw,1,0,0,3,54,5,71,0,0,0,0,4,4,1,2,"4,4"
VVQ14G1K25VOFw,2,0,0,3,71,5,74,0,0,0,0,5,3,1,2,"5,3"
VVQ14G1K25VOFw,3,0,0,3,54,5,61,0,0,0,0,4,4,0,2,"4,4"
VVQ14G1K25VOFw,4,0,0,3,42,5,63,0,0,0,0,4,4,0,2,"4,4"
VVQ14G1K25VOFw,5,0,0,3,26,5,31,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
VVQ14G1K25VOFw,6,0,0,3,50,5,63,0,0,0,0,3,5,1,2,"3,5"
VVQ14G1K25VOFw,7,0,0,3,73,5,74,0,0,0,0,5,3,1,2,"3,5"
VVQ14G1K25VOFw,8,0,0,3,24,5,33,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
VVQ14G1K25VOFw,9,0,0,3,32,5,45,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
VVQ14G1K25VOFw,10,0,0,3,51,5,49,1,0,-1,0,3,5,1,2,"5,3"
VVQ14G1K25VOFw,11,0,0,3,52,5,71,0,0,0,0,4,4,1,2,"4,4"
VdA2R2IUgWwoE0,0,1,1,3,0,5,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
VdA2R2IUgWwoE0,1,1,1,3,0,5,17,0,0,0,0,4,4,1,2,"4,4"
VdA2R2IUgWwoE0,2,1,1,3,41,5,44,0,0,0,0,5,3,1,2,"5,3"
VdA2R2IUgWwoE0,3,1,1,3,0,5,0,0,1,1,-1,4,4,0,2,"4,4"
VdA2R2IUgWwoE0,4,1,1,3,0,5,0,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
VdA2R2IUgWwoE0,5,1,1,3,41,5,44,0,0,0,0,5,3,1,2,"3,5"
VdA2R2IUgWwoE0,6,1,1,3,0,5,0,0,0,0,0,3,5,1,2,"3,5"
VdA2R2IUgWwoE0,7,1,1,3,46,5,32,1,0,-1,0,3,5,1,2,"5,3"
VdA2R2IUgWwoE0,8,1,1,3,0,5,0,1,0,-1,0,7,7,1,5,"3,2,2,2,2,3"
VdA2R2IUgWwoE0,9,1,1,3,0,5,0,1,0,-1,0,7,7,0,5,"3,2,2,2,2,3"
VdA2R2IUgWwoE0,10,1,1,3,42,5,28,1,0,-1,0,4,4,0,2,"4,4"
VdA2R2IUgWwoE0,11,1,1,3,41,5,28,1,0,-1,0,4,4,1,2,"4,4"
WDQco1ZEzMk9t4,0,1,0,5,0,3,37,0,1,0,-1,4,4,0,2,"4,4"
WDQco1ZEzMk9t4,1,1,0,5,0,3,0,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
WDQco1ZEzMk9t4,2,1,0,5,42,3,3,0,0,0,0,4,4,1,2,"4,4"
WDQco1ZEzMk9t4,3,1,0,5,42,3,4,0,0,0,0,4,4,1,2,"4,4"
WDQco1ZEzMk9t4,4,1,0,5,28,3,46,1,0,-1,1,4,4,0,2,"4,4"
WDQco1ZEzMk9t4,5,1,0,5,0,3,0,0,1,0,-1,7,7,1,5,"3,2,2,2,2,3"
WDQco1ZEzMk9t4,6,1,0,5,48,3,41,0,0,0,0,3,5,1,2,"5,3"
WDQco1ZEzMk9t4,7,1,0,5,0,3,0,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
WDQco1ZEzMk9t4,8,1,0,5,48,3,41,1,0,-1,1,5,3,1,2,"5,3"
WDQco1ZEzMk9t4,9,1,0,5,48,3,41,1,0,-1,1,5,3,1,2,"3,5"
WDQco1ZEzMk9t4,10,1,0,5,2,3,0,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
WDQco1ZEzMk9t4,11,1,0,5,48,3,41,0,0,0,0,3,5,1,2,"3,5"
WS4jHMiQ5Wvznv,0,0,0,4,0,4,29,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
WS4jHMiQ5Wvznv,1,0,0,4,71,4,49,1,0,-1,0,3,5,1,2,"5,3"
WS4jHMiQ5Wvznv,2,0,0,4,71,4,64,1,0,-1,0,3,5,1,2,"3,5"
WS4jHMiQ5Wvznv,3,0,0,4,63,4,52,0,0,0,0,5,3,1,2,"3,5"
WS4jHMiQ5Wvznv,4,0,0,4,46,4,33,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
WS4jHMiQ5Wvznv,5,0,0,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
WS4jHMiQ5Wvznv,6,0,0,4,26,4,45,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
WS4jHMiQ5Wvznv,7,0,0,4,66,4,52,0,0,0,0,5,3,1,2,"5,3"
WS4jHMiQ5Wvznv,8,0,0,4,72,4,71,0,0,0,0,4,4,1,2,"4,4"
WS4jHMiQ5Wvznv,9,0,0,4,64,4,63,0,0,0,0,4,4,0,2,"4,4"
WS4jHMiQ5Wvznv,10,0,0,4,32,4,29,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
WS4jHMiQ5Wvznv,11,0,0,4,63,4,62,0,0,0,0,4,4,0,2,"4,4"
Wc6dBMYJqBoTgM,0,1,0,4,41,4,4,0,0,0,0,5,3,1,2,"5,3"
Wc6dBMYJqBoTgM,1,1,0,4,0,4,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
Wc6dBMYJqBoTgM,2,1,0,4,0,4,0,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
Wc6dBMYJqBoTgM,3,1,0,4,42,4,48,0,0,0,0,4,4,1,2,"4,4"
Wc6dBMYJqBoTgM,4,1,0,4,0,4,0,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
Wc6dBMYJqBoTgM,5,1,0,4,0,4,0,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
Wc6dBMYJqBoTgM,6,1,0,4,42,4,48,0,1,1,-1,4,4,0,2,"4,4"
Wc6dBMYJqBoTgM,7,1,0,4,42,4,48,0,0,0,0,4,4,1,2,"4,4"
Wc6dBMYJqBoTgM,8,1,0,4,42,4,28,0,1,1,-1,5,3,1,2,"3,5"
Wc6dBMYJqBoTgM,9,1,0,4,48,4,42,1,0,-1,1,4,4,0,2,"4,4"
Wc6dBMYJqBoTgM,10,1,0,4,28,4,46,1,0,-1,1,3,5,1,2,"3,5"
Wc6dBMYJqBoTgM,11,1,0,4,46,4,32,1,0,-1,0,3,5,1,2,"5,3"
WfKAXB16bRWIhN,0,1,1,3,0,5,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
WfKAXB16bRWIhN,1,1,1,3,4,5,42,0,0,0,0,4,4,1,2,"4,4"
WfKAXB16bRWIhN,2,1,1,3,41,5,48,0,0,0,0,5,3,1,2,"5,3"
WfKAXB16bRWIhN,3,1,1,3,8,5,22,0,0,0,0,4,4,0,2,"4,4"
WfKAXB16bRWIhN,4,1,1,3,0,5,22,0,0,0,0,4,4,0,2,"4,4"
WfKAXB16bRWIhN,5,1,1,3,0,5,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
WfKAXB16bRWIhN,6,1,1,3,0,5,41,0,0,0,0,3,5,1,2,"3,5"
WfKAXB16bRWIhN,7,1,1,3,46,5,48,0,0,0,0,5,3,1,2,"3,5"
WfKAXB16bRWIhN,8,1,1,3,0,5,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
WfKAXB16bRWIhN,9,1,1,3,0,5,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
WfKAXB16bRWIhN,10,1,1,3,8,5,41,0,0,0,0,3,5,1,2,"5,3"
WfKAXB16bRWIhN,11,1,1,3,4,5,42,0,0,0,0,4,4,1,2,"4,4"
Ws3gYpmT60Husl,0,0,1,4,66,4,59,0,0,0,0,4,4,0,2,"4,4"
Ws3gYpmT60Husl,1,0,1,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
Ws3gYpmT60Husl,2,0,1,4,35,4,24,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
Ws3gYpmT60Husl,3,0,1,4,47,4,41,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
Ws3gYpmT60Husl,4,0,1,4,76,4,63,1,0,-1,0,3,5,1,2,"5,3"
Ws3gYpmT60Husl,5,0,1,4,23,4,36,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
Ws3gYpmT60Husl,6,0,1,4,52,4,66,0,0,0,0,3,5,1,2,"3,5"
Ws3gYpmT60Husl,7,0,1,4,71,4,74,0,0,0,0,4,4,1,2,"4,4"
Ws3gYpmT60Husl,8,0,1,4,63,4,52,0,0,0,0,5,3,1,2,"5,3"
Ws3gYpmT60Husl,9,0,1,4,39,4,50,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
Ws3gYpmT60Husl,10,0,1,4,74,4,71,0,1,1,-1,4,4,0,2,"4,4"
Ws3gYpmT60Husl,11,0,1,4,63,4,76,0,1,0,-1,5,3,1,2,"3,5"
WtknHVwSndxWVi,0,1,1,5,0,3,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
WtknHVwSndxWVi,1,1,1,5,37,3,0,0,0,0,0,4,4,1,2,"4,4"
WtknHVwSndxWVi,2,1,1,5,42,3,6,1,0,-1,0,3,5,1,2,"5,3"
WtknHVwSndxWVi,3,1,1,5,22,3,16,0,1,0,-1,5,3,1,2,"5,3"
WtknHVwSndxWVi,4,1,1,5,42,3,4,0,0,0,0,4,4,1,2,"4,4"
WtknHVwSndxWVi,5,1,1,5,0,3,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
WtknHVwSndxWVi,6,1,1,5,0,3,0,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
WtknHVwSndxWVi,7,1,1,5,0,3,0,0,1,0,-1,7,7,1,5,"3,2,2,2,2,3"
WtknHVwSndxWVi,8,1,1,5,36,3,0,0,0,0,0,5,3,1,2,"3,5"
WtknHVwSndxWVi,9,1,1,5,26,3,4,0,0,0,0,4,4,0,2,"4,4"
WtknHVwSndxWVi,10,1,1,5,48,3,41,0,0,0,0,3,5,1,2,"3,5"
WtknHVwSndxWVi,11,1,1,5,28,3,42,0,1,0,-1,4,4,0,2,"4,4"
WxnxzmERexQ5bW,0,1,1,5,48,3,33,0,0,0,0,3,5,1,2,"5,3"
WxnxzmERexQ5bW,1,1,1,5,4,3,46,0,1,1,-1,4,4,1,2,"4,4"
WxnxzmERexQ5bW,2,1,1,5,28,3,42,1,0,-1,1,4,4,1,2,"4,4"
WxnxzmERexQ5bW,3,1,1,5,0,3,0,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
WxnxzmERexQ5bW,4,1,1,5,48,3,46,0,1,1,-1,5,3,1,2,"5,3"
WxnxzmERexQ5bW,5,1,1,5,0,3,0,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
WxnxzmERexQ5bW,6,1,1,5,0,3,0,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
WxnxzmERexQ5bW,7,1,1,5,48,3,46,0,1,1,-1,5,3,1,2,"3,5"
WxnxzmERexQ5bW,8,1,1,5,48,3,46,0,0,0,0,3,5,1,2,"3,5"
WxnxzmERexQ5bW,9,1,1,5,24,3,22,1,0,-1,1,4,4,0,2,"4,4"
WxnxzmERexQ5bW,10,1,1,5,28,3,46,0,1,1,-1,4,4,0,2,"4,4"
WxnxzmERexQ5bW,11,1,1,5,0,3,0,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
X0iPMkJ7Liehhg,0,1,1,5,0,3,0,0,1,0,-1,7,7,1,5,"3,2,2,2,2,3"
X0iPMkJ7Liehhg,1,1,1,5,38,3,8,0,0,0,0,4,4,1,2,"4,4"
X0iPMkJ7Liehhg,2,1,1,5,26,3,0,1,0,-1,0,3,5,1,2,"5,3"
X0iPMkJ7Liehhg,3,1,1,5,24,3,2,0,1,1,-1,5,3,1,2,"5,3"
X0iPMkJ7Liehhg,4,1,1,5,42,3,4,0,0,0,0,4,4,1,2,"4,4"
X0iPMkJ7Liehhg,5,1,1,5,0,3,0,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
X0iPMkJ7Liehhg,6,1,1,5,0,3,0,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
X0iPMkJ7Liehhg,7,1,1,5,0,3,0,0,1,1,-1,7,7,1,5,"3,2,2,2,2,3"
X0iPMkJ7Liehhg,8,1,1,5,48,3,46,0,1,1,-1,5,3,1,2,"3,5"
X0iPMkJ7Liehhg,9,1,1,5,28,3,41,1,0,-1,1,4,4,0,2,"4,4"
X0iPMkJ7Liehhg,10,1,1,5,48,3,41,0,0,0,0,3,5,1,2,"3,5"
X0iPMkJ7Liehhg,11,1,1,5,42,3,8,0,1,1,-1,4,4,0,2,"4,4"
X5wp8pn3jjnYZN,0,0,1,3,49,5,51,0,0,0,0,4,4,0,2,"4,4"
X5wp8pn3jjnYZN,1,0,1,3,52,5,71,0,0,0,0,4,4,1,2,"4,4"
X5wp8pn3jjnYZN,2,0,1,3,5,5,18,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
X5wp8pn3jjnYZN,3,0,1,3,12,5,37,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
X5wp8pn3jjnYZN,4,0,1,3,54,5,68,0,0,0,0,3,5,1,2,"5,3"
X5wp8pn3jjnYZN,5,0,1,3,20,5,33,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
X5wp8pn3jjnYZN,6,0,1,3,52,5,51,1,0,-1,0,3,5,1,2,"3,5"
X5wp8pn3jjnYZN,7,0,1,3,45,5,51,1,0,-1,1,4,4,1,2,"4,4"
X5wp8pn3jjnYZN,8,0,1,3,68,5,72,0,0,0,0,5,3,1,2,"5,3"
X5wp8pn3jjnYZN,9,0,1,3,45,5,36,1,0,-1,0,7,7,1,5,"3,2,2,2,2,3"
X5wp8pn3jjnYZN,10,0,1,3,71,5,66,1,0,-1,0,4,4,0,2,"4,4"
X5wp8pn3jjnYZN,11,0,1,3,73,5,74,0,0,0,0,5,3,1,2,"3,5"
X8DGej05HelKX5,0,0,0,5,63,3,39,0,0,0,0,5,3,1,2,"5,3"
X8DGej05HelKX5,1,0,0,5,30,3,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
X8DGej05HelKX5,2,0,0,5,37,3,16,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
X8DGej05HelKX5,3,0,0,5,71,3,52,0,0,0,0,4,4,1,2,"4,4"
X8DGej05HelKX5,4,0,0,5,22,3,10,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
X8DGej05HelKX5,5,0,0,5,45,3,28,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
X8DGej05HelKX5,6,0,0,5,63,3,42,0,0,0,0,4,4,0,2,"4,4"
X8DGej05HelKX5,7,0,0,5,71,3,54,0,0,0,0,4,4,1,2,"4,4"
X8DGej05HelKX5,8,0,0,5,51,3,47,0,1,0,-1,5,3,1,2,"3,5"
X8DGej05HelKX5,9,0,0,5,60,3,63,0,1,0,-1,4,4,0,2,"4,4"
X8DGej05HelKX5,10,0,0,5,62,3,63,1,0,-1,1,3,5,1,2,"3,5"
X8DGej05HelKX5,11,0,0,5,71,3,56,1,0,-1,0,3,5,1,2,"5,3"
XMuf3RR57NU3m5,0,0,1,4,12,4,14,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
XMuf3RR57NU3m5,1,0,1,4,54,4,71,0,0,0,0,4,4,1,2,"4,4"
XMuf3RR57NU3m5,2,0,1,4,52,4,66,0,0,0,0,3,5,1,2,"5,3"
XMuf3RR57NU3m5,3,0,1,4,58,4,71,0,1,0,-1,5,3,1,2,"5,3"
XMuf3RR57NU3m5,4,0,1,4,71,4,74,0,0,0,0,4,4,1,2,"4,4"
XMuf3RR57NU3m5,5,0,1,4,23,4,32,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
XMuf3RR57NU3m5,6,0,1,4,35,4,26,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
XMuf3RR57NU3m5,7,0,1,4,48,4,45,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
XMuf3RR57NU3m5,8,0,1,4,63,4,50,0,0,0,0,5,3,1,2,"3,5"
XMuf3RR57NU3m5,9,0,1,4,63,4,62,0,0,0,0,4,4,0,2,"4,4"
XMuf3RR57NU3m5,10,0,1,4,74,4,63,1,0,-1,0,3,5,1,2,"3,5"
XMuf3RR57NU3m5,11,0,1,4,64,4,63,0,0,0,0,4,4,0,2,"4,4"
XN0GbPB6FoPUiK,0,0,1,4,13,4,19,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
XN0GbPB6FoPUiK,1,0,1,4,71,4,74,0,0,0,0,4,4,1,2,"4,4"
XN0GbPB6FoPUiK,2,0,1,4,61,4,61,0,1,1,-1,3,5,1,2,"5,3"
XN0GbPB6FoPUiK,3,0,1,4,68,4,36,0,1,1,-1,5,3,1,2,"5,3"
XN0GbPB6FoPUiK,4,0,1,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
XN0GbPB6FoPUiK,5,0,1,4,34,4,40,1,0,-1,1,7,7,0,5,"3,2,2,2,2,3"
XN0GbPB6FoPUiK,6,0,1,4,38,4,43,0,1,1,-1,7,7,0,5,"3,2,2,2,2,3"
XN0GbPB6FoPUiK,7,0,1,4,35,4,10,1,0,-1,1,7,7,1,5,"3,2,2,2,2,3"
XN0GbPB6FoPUiK,8,0,1,4,25,4,53,0,1,0,-1,5,3,1,2,"3,5"
XN0GbPB6FoPUiK,9,0,1,4,71,4,74,0,1,1,-1,4,4,0,2,"4,4"
XN0GbPB6FoPUiK,10,0,1,4,71,4,63,1,0,-1,0,3,5,1,2,"3,5"
XN0GbPB6FoPUiK,11,0,1,4,74,4,71,1,0,-1,1,4,4,0,2,"4,4"
XPEC7FMBuuCPir,0,0,0,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
XPEC7FMBuuCPir,1,0,0,4,74,4,71,0,0,0,0,4,4,1,2,"4,4"
XPEC7FMBuuCPir,2,0,0,4,68,4,52,0,0,0,0,5,3,1,2,"3,5"
XPEC7FMBuuCPir,3,0,0,4,19,4,34,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
XPEC7FMBuuCPir,4,0,0,4,36,4,45,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
XPEC7FMBuuCPir,5,0,0,4,58,4,71,0,1,0,-1,5,3,1,2,"5,3"
XPEC7FMBuuCPir,6,0,0,4,66,4,61,0,0,0,0,4,4,0,2,"4,4"
XPEC7FMBuuCPir,7,0,0,4,52,4,63,0,0,0,0,3,5,1,2,"5,3"
XPEC7FMBuuCPir,8,0,0,4,52,4,63,0,0,0,0,3,5,1,2,"3,5"
XPEC7FMBuuCPir,9,0,0,4,46,4,47,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
XPEC7FMBuuCPir,10,0,0,4,64,4,63,0,0,0,0,4,4,0,2,"4,4"
XPEC7FMBuuCPir,11,0,0,4,36,4,35,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
XckY2QM5ENLITA,0,1,0,4,42,4,48,0,0,0,0,4,4,1,2,"4,4"
XckY2QM5ENLITA,1,1,0,4,0,4,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
XckY2QM5ENLITA,2,1,0,4,42,4,48,0,0,0,0,4,4,1,2,"4,4"
XckY2QM5ENLITA,3,1,0,4,0,4,12,0,0,0,0,4,4,0,2,"4,4"
XckY2QM5ENLITA,4,1,0,4,0,4,0,0,0,0,0,7,7,0,5,"3,2,2,2,2,3"
XckY2QM5ENLITA,5,1,0,4,22,4,32,0,0,0,0,4,4,0,2,"4,4"
XckY2QM5ENLITA,6,1,0,4,0,4,0,0,0,0,0,7,7,1,5,"3,2,2,2,2,3"
XckY2QM5ENLITA,7,1,0,4,36,4,4,0,0,0,0,5,3,1,2,"3,5"
XckY2QM5ENLITA,8,1,0,4,0,4,36,0,0,0,0,3,5,1,2,"5,3"
