session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg
36,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
36,11,high,self,even,0,4,0,4,False,False,False,False,7,7
36,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
37,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
37,2,low,self,even,59,4,56,4,False,False,False,False,4,4
37,3,high,full,even,0,4,4,4,False,False,False,False,5,3
37,4,low,full,even,61,4,62,4,False,False,False,False,3,5
37,5,high,full,even,0,4,0,4,False,False,False,False,7,7
37,6,low,full,uneven,23,3,2,5,False,False,False,False,7,7
37,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
37,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
37,9,low,self,even,62,4,61,4,False,False,False,False,3,5
37,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
37,11,low,full,uneven,0,3,0,5,False,False,False,False,7,7
37,12,high,full,even,0,4,0,4,False,False,False,False,7,7
38,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
38,2,high,self,even,12,4,18,4,False,False,False,False,4,4
38,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
38,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
38,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
38,6,high,full,even,0,4,0,4,False,False,False,False,7,7
38,7,low,full,uneven,47,3,42,5,False,False,False,False,4,4
38,8,low,full,uneven,47,3,64,5,False,False,False,False,4,4
38,9,high,self,even,22,4,24,4,False,False,False,False,3,5
38,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
38,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
38,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
39,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
39,2,high,full,even,12,4,18,4,False,False,False,False,4,4
39,3,low,full,uneven,61,3,34,5,False,False,False,False,5,3
39,4,high,full,even,4,4,18,4,False,False,False,False,3,5
39,5,low,full,even,0,4,11,4,False,False,False,False,7,7
39,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
39,7,low,self,even,47,4,50,4,False,False,False,False,4,4
39,8,high,self,even,0,4,26,4,False,False,False,False,4,4
39,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
39,10,high,self,even,20,4,18,4,False,False,False,False,5,3
39,11,low,full,even,12,4,11,4,False,False,False,False,7,7
39,12,low,full,even,0,4,11,4,False,False,False,False,7,7
40,1,low,full,uneven,51,3,40,5,False,False,False,False,4,4
40,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
40,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
40,4,high,full,uneven,0,5,0,3,False,False,False,False,3,5
40,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
40,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
40,7,high,self,even,0,4,0,4,False,False,False,False,4,4
40,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
40,9,low,self,even,61,4,62,4,False,False,False,False,3,5
40,10,high,full,even,20,4,18,4,False,False,False,False,5,3
40,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
40,12,high,self,even,0,4,0,4,False,False,False,False,7,7
41,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
41,2,low,full,even,53,4,51,4,False,False,False,False,4,4
41,3,high,self,even,0,4,24,4,False,False,False,False,5,3
41,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
41,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
41,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
41,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
41,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
41,9,low,full,even,59,4,58,4,False,False,False,False,3,5
41,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
41,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
41,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
42,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
42,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
42,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
42,4,low,self,even,59,4,52,4,False,False,False,False,3,5
42,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
42,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
42,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
42,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
42,9,high,full,even,14,4,20,4,False,False,False,False,3,5
42,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
42,11,high,self,even,0,4,0,4,False,False,False,False,7,7
42,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
43,1,high,full,even,0,4,0,4,False,False,False,False,3,4
43,2,low,full,even,53,4,51,4,False,False,False,False,4,4
43,3,high,full,even,24,4,0,4,False,False,False,False,5,3
43,4,low,self,even,52,4,59,4,False,False,False,False,3,5
43,5,low,self,even,0,4,11,4,False,False,False,False,7,7
43,6,low,full,uneven,23,3,2,5,False,False,False,False,7,7
43,7,low,self,even,47,4,50,4,False,False,False,False,4,4
43,8,high,full,even,18,4,0,4,False,False,False,False,4,4
43,9,low,full,uneven,59,3,64,5,False,False,False,False,3,5
43,10,low,self,even,59,4,60,4,False,False,False,False,5,3
43,11,low,self,uneven,0,3,7,5,False,False,False,False,7,7
43,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
44,1,high,full,uneven,8,5,3,3,False,False,False,False,4,4
44,2,low,full,even,53,4,51,4,False,False,False,False,4,4
44,3,low,full,even,62,4,41,4,False,False,False,False,5,3
44,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
44,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
44,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
44,7,high,self,even,0,4,0,4,False,False,False,False,4,4
44,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
44,9,high,full,even,14,4,20,4,False,False,False,False,3,5
44,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
44,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
44,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
45,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
45,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
45,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
45,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
45,5,low,self,uneven,0,5,15,3,False,False,False,False,7,7
45,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
45,7,high,full,even,0,4,0,4,False,False,False,False,4,4
45,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
45,9,high,self,even,24,4,22,4,False,False,False,False,3,5
45,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
45,11,high,full,even,0,4,0,4,False,False,False,False,7,7
45,12,low,full,even,0,4,11,4,False,False,False,False,7,7
46,1,high,full,even,0,4,0,4,False,False,False,False,3,4
46,2,high,full,even,12,4,18,4,False,False,False,False,4,4
46,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
46,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
46,5,high,full,even,0,4,0,4,False,False,False,False,7,7
46,6,high,full,even,0,4,0,4,False,False,False,False,7,7
46,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
46,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
46,9,high,full,even,14,4,20,4,False,False,False,False,3,5
46,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
46,11,low,self,even,12,4,11,4,False,False,False,False,7,7
46,12,low,full,even,17,4,0,4,False,False,False,False,7,7
47,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
47,2,low,self,even,59,4,56,4,False,False,False,False,4,4
47,3,low,self,even,62,4,41,4,False,False,False,False,5,3
47,4,high,full,even,0,4,12,4,False,False,False,False,3,5
47,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
47,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
47,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
47,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
47,9,low,full,uneven,59,5,54,3,False,False,False,False,3,5
47,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
47,11,high,self,even,0,4,0,4,False,False,False,False,7,7
47,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
48,1,high,full,even,8,4,0,4,False,False,False,False,4,4
48,2,high,full,even,12,4,18,4,False,False,False,False,4,4
48,3,low,full,even,62,4,41,4,False,False,False,False,5,3
48,4,high,full,uneven,0,3,12,5,False,False,False,False,3,5
48,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
48,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
48,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
48,8,high,self,even,26,4,0,4,False,False,False,False,4,4
48,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
48,10,low,self,uneven,59,3,60,5,False,False,False,False,5,3
48,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
48,12,high,self,even,0,4,0,4,False,False,False,False,7,7
49,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
49,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
49,3,low,full,even,62,4,41,4,False,False,False,False,5,3
49,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
49,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
49,6,high,full,even,0,4,0,4,False,False,False,False,7,7
49,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
49,8,high,full,uneven,0,3,28,5,False,False,False,False,4,4
49,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
49,10,low,full,even,60,4,59,4,False,False,False,False,5,3
49,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
49,12,low,full,uneven,15,3,0,5,False,False,False,False,7,7
50,1,high,self,even,8,4,0,4,False,False,False,False,4,4
50,2,low,self,even,56,4,59,4,False,False,False,False,4,4
50,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
50,4,high,full,even,0,4,12,4,False,False,False,False,3,5
50,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
50,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
50,7,low,full,uneven,47,3,42,5,False,False,False,False,4,4
50,8,low,full,uneven,55,5,54,3,True,False,False,False,4,4
50,9,high,self,even,22,4,24,4,False,False,False,False,3,5
50,10,high,full,even,20,4,18,4,False,False,False,False,5,3
50,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
50,12,low,self,even,0,4,11,4,False,False,False,False,7,7
51,1,low,full,even,23,4,49,4,False,False,False,False,4,4
51,2,high,self,even,18,4,12,4,False,False,False,False,4,4
51,3,low,full,even,62,4,41,4,False,False,False,False,5,3
51,4,high,full,uneven,0,5,0,3,False,False,False,False,3,5
51,5,high,full,even,0,4,0,4,False,False,False,False,7,7
51,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
51,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
51,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
51,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
51,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
51,11,high,self,even,0,4,0,4,False,False,False,False,7,7
51,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
52,1,high,full,even,8,4,0,4,False,False,False,False,4,4
52,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
52,3,high,full,uneven,22,3,0,5,False,False,False,False,5,3
52,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
52,5,high,full,even,0,4,0,4,False,False,False,False,7,7
52,6,low,full,uneven,23,3,2,5,False,False,False,False,7,7
52,7,high,full,uneven,0,5,0,3,False,False,False,False,4,4
52,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
52,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
52,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
52,11,high,self,even,0,4,0,4,False,False,False,False,7,7
52,12,high,self,even,0,4,0,4,False,False,False,False,7,7
53,1,high,full,uneven,0,5,0,3,False,False,False,False,4,4
53,2,low,self,even,59,4,56,4,False,False,False,False,4,4
53,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
53,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
53,5,high,self,even,0,4,0,4,False,False,False,False,7,7
53,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
53,7,low,full,uneven,41,5,33,3,False,False,False,False,4,4
53,8,high,full,uneven,4,5,18,3,False,False,False,False,4,4
53,9,low,full,uneven,22,3,11,5,False,True,False,False,3,5
53,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
53,11,low,self,uneven,0,3,7,5,False,False,False,False,7,7
53,12,high,full,even,0,4,0,4,False,False,False,False,7,7
54,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
54,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
54,3,high,full,even,0,4,4,4,False,False,False,False,5,3
54,4,low,self,even,59,4,52,4,False,False,False,False,3,5
54,5,high,full,even,0,4,0,4,False,False,False,False,7,7
54,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
54,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
54,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
54,9,high,self,even,24,4,22,4,False,False,False,False,3,5
54,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
54,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
54,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
55,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
55,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
55,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
55,4,high,full,uneven,0,3,12,5,False,False,False,False,3,5
55,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
55,6,low,self,uneven,0,3,21,5,False,False,False,False,7,7
55,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
55,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
55,9,high,full,uneven,18,5,8,3,False,False,False,False,3,5
55,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
55,11,low,self,even,11,4,12,4,False,False,False,False,7,7
55,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
56,1,low,self,even,49,4,54,4,False,False,False,False,4,4
56,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
56,3,high,self,even,0,4,24,4,False,False,False,False,5,3
56,4,low,full,even,52,4,59,4,False,False,False,False,3,5
56,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
56,6,low,full,even,12,4,15,4,False,False,False,False,7,7
56,7,low,self,even,47,4,50,4,False,False,False,False,4,4
56,8,high,full,even,0,4,26,4,False,False,False,False,4,4
56,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
56,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
56,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
56,12,high,full,even,0,4,0,4,False,False,False,False,7,7
57,1,low,self,even,49,4,54,4,False,False,False,False,4,4
57,2,high,self,even,18,4,12,4,False,False,False,False,4,4
57,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
57,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
57,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
57,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
57,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
57,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
57,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
57,10,high,self,even,18,4,20,4,False,False,False,False,5,3
57,11,low,full,even,12,4,11,4,False,False,False,False,7,7
57,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
58,1,high,self,even,0,4,8,4,False,False,False,False,4,4
58,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
58,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
58,4,low,self,uneven,42,3,47,5,False,False,False,False,3,5
58,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
58,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
58,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
58,8,low,self,even,63,4,50,4,False,False,False,False,4,4
58,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
58,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
58,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
58,12,high,full,even,0,4,0,4,False,False,False,False,7,7
59,1,high,full,even,0,4,0,4,False,False,False,False,3,4
59,2,low,full,uneven,53,3,60,5,False,False,False,False,4,4
59,3,low,full,even,62,4,41,4,False,False,False,False,5,3
59,4,high,self,uneven,0,3,0,5,False,False,False,False,3,5
59,5,low,full,even,5,4,0,4,False,False,False,False,7,7
59,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
59,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
59,8,low,full,uneven,55,5,54,3,True,False,False,False,4,4
59,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
59,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
59,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
59,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
60,1,low,full,even,23,4,49,4,False,False,False,False,4,4
60,2,low,self,even,56,4,59,4,False,False,False,False,4,4
60,3,low,full,even,57,4,49,4,False,False,False,False,5,3
60,4,low,full,even,61,4,62,4,False,False,False,False,3,5
60,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
60,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
60,7,low,full,even,57,4,64,4,False,False,False,False,4,4
60,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
60,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
60,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
60,11,low,self,uneven,7,5,0,3,False,False,False,False,7,7
60,12,high,self,even,0,4,0,4,False,False,False,False,7,7
61,1,high,self,even,0,4,8,4,False,False,False,False,4,4
61,2,low,self,uneven,53,5,50,3,False,False,False,False,4,4
61,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
61,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
61,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
61,6,high,self,even,0,4,0,4,False,False,False,False,7,7
61,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
61,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
61,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
61,10,high,full,even,20,4,18,4,False,False,False,False,5,3
61,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
61,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
62,1,low,self,even,49,4,54,4,False,False,False,False,4,4
62,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
62,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
62,4,high,full,uneven,0,3,12,5,False,False,False,False,3,5
62,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
62,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
62,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
62,8,high,full,even,18,4,0,4,False,False,False,False,4,4
62,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
62,10,low,full,uneven,32,3,47,5,False,False,False,False,5,3
62,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
62,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
63,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
63,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
63,3,low,self,even,41,4,62,4,False,False,False,False,5,3
63,4,low,self,even,52,4,59,4,False,False,False,False,3,5
63,5,low,self,uneven,0,5,15,3,False,False,False,False,7,7
63,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
63,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
63,8,low,self,even,50,4,63,4,False,False,False,False,4,4
63,9,low,full,uneven,59,5,54,3,False,False,False,False,3,5
63,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
63,11,high,full,even,0,4,0,4,False,False,False,False,7,7
63,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
64,1,high,full,even,0,4,0,4,False,False,False,False,3,4
64,2,low,self,uneven,53,5,50,3,False,False,False,False,4,4
64,3,high,self,even,0,4,24,4,False,False,False,False,5,3
64,4,high,full,even,4,4,18,4,False,False,False,False,3,5
