session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg
117,9,high,full,even,14,4,20,4,False,False,False,False,3,5
117,10,high,full,even,20,4,18,4,False,False,False,False,5,3
117,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
117,12,low,full,uneven,23,5,0,3,False,False,False,False,7,7
118,1,high,full,even,8,4,0,4,False,False,False,False,4,4
118,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
118,3,low,self,uneven,34,5,61,3,False,False,False,False,5,3
118,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
118,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
118,6,high,self,even,0,4,0,4,False,False,False,False,7,7
118,7,high,full,even,0,4,0,4,False,False,False,False,4,4
118,8,high,full,even,0,4,26,4,False,False,False,False,4,4
118,9,high,self,even,24,4,22,4,False,False,False,False,3,5
118,10,low,self,even,60,4,59,4,False,False,False,False,5,3
118,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
118,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
119,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
119,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
119,3,high,full,even,0,4,4,4,False,False,False,False,5,3
119,4,low,self,even,59,4,52,4,False,False,False,False,3,5
119,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
119,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
119,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
119,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
119,9,low,self,even,61,4,62,4,False,False,False,False,3,5
119,10,low,full,uneven,32,3,47,5,False,False,False,False,5,3
119,11,low,full,even,12,4,11,4,False,False,False,False,7,7
119,12,low,self,even,11,4,0,4,False,False,False,False,7,7
120,1,low,full,uneven,51,3,40,5,False,False,False,False,4,4
120,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
120,3,high,full,even,24,4,0,4,False,False,False,False,5,3
120,4,low,self,uneven,42,3,47,5,False,False,False,False,3,5
120,5,high,full,even,0,4,0,4,False,False,False,False,7,7
120,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
120,7,high,full,even,0,4,0,4,False,False,False,False,4,4
120,8,low,full,even,50,4,63,4,False,False,False,False,4,4
120,9,high,full,even,24,4,22,4,False,False,False,False,3,5
120,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
120,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
120,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
121,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
121,2,low,self,even,59,4,56,4,False,False,False,False,4,4
121,3,high,full,even,24,4,0,4,False,False,False,False,5,3
121,4,high,self,even,18,4,4,4,False,False,False,False,3,5
121,5,low,full,even,0,4,11,4,False,False,False,False,7,7
121,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
121,7,low,full,even,50,4,47,4,False,False,False,False,4,4
121,8,high,self,even,26,4,0,4,False,False,False,False,4,4
121,9,low,full,uneven,60,5,61,3,False,False,False,False,3,5
121,10,low,full,even,60,4,59,4,False,False,False,False,5,3
121,11,low,self,even,12,4,11,4,False,False,False,False,7,7
121,12,high,full,even,0,4,0,4,False,False,False,False,7,7
122,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
122,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
122,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
122,4,low,self,uneven,47,5,42,3,False,False,False,False,3,5
122,5,low,self,even,0,4,11,4,False,False,False,False,7,7
122,6,high,self,even,0,4,0,4,False,False,False,False,7,7
122,7,low,full,even,50,4,47,4,False,False,False,False,4,4
122,8,high,full,even,18,4,0,4,False,False,False,False,4,4
122,9,low,full,even,62,4,61,4,False,False,False,False,3,5
122,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
122,11,low,self,even,11,4,12,4,False,False,False,False,7,7
122,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
123,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
123,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
123,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
123,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
123,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
123,6,low,self,uneven,0,3,21,5,False,False,False,False,7,7
123,7,high,self,even,0,4,0,4,False,False,False,False,4,4
123,8,low,full,even,51,4,44,4,False,False,False,False,4,4
123,9,high,full,even,14,4,20,4,False,False,False,False,3,5
123,10,low,self,even,59,4,60,4,False,False,False,False,5,3
123,11,high,full,even,0,4,0,4,False,False,False,False,7,7
123,12,high,full,even,0,4,0,4,False,False,False,False,7,7
124,1,high,self,even,8,4,0,4,False,False,False,False,4,4
124,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
124,3,low,self,uneven,34,5,61,3,False,False,False,False,5,3
124,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
124,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
124,6,high,self,even,0,4,0,4,False,False,False,False,7,7
124,7,high,full,even,0,4,0,4,False,False,False,False,4,4
124,8,low,self,even,63,4,50,4,False,False,False,False,4,4
124,9,high,full,uneven,0,3,0,5,False,False,False,False,3,5
124,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
124,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
124,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
125,1,low,self,uneven,40,5,51,3,False,False,False,False,4,4
125,2,high,full,even,12,4,18,4,False,False,False,False,4,4
125,3,high,full,uneven,0,5,0,3,False,False,False,False,5,3
125,4,high,full,uneven,0,3,12,5,False,False,False,False,3,5
125,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
125,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
125,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
125,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
125,9,low,full,even,59,4,58,4,False,False,False,False,3,5
125,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
125,11,low,self,uneven,0,3,7,5,False,False,False,False,7,7
125,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
126,1,high,self,even,8,4,0,4,False,False,False,False,4,4
126,2,low,self,even,59,4,56,4,False,False,False,False,4,4
126,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
126,4,high,self,even,4,4,18,4,False,False,False,False,3,5
126,5,high,full,even,0,4,0,4,False,False,False,False,7,7
126,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
126,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
126,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
126,9,low,full,uneven,59,5,54,3,False,False,False,False,3,5
126,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
126,11,low,self,even,11,4,12,4,False,False,False,False,7,7
126,12,low,full,uneven,23,5,0,3,False,False,False,False,7,7
127,1,high,full,uneven,8,5,3,3,False,False,False,False,4,4
127,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
127,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
127,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
127,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
127,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
127,7,high,self,even,0,4,0,4,False,False,False,False,4,4
127,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
127,9,low,self,even,62,4,61,4,False,False,False,False,3,5
127,10,low,full,uneven,32,3,47,5,False,False,False,False,5,3
127,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
127,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
128,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
128,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
128,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
128,4,low,self,even,52,4,59,4,False,False,False,False,3,5
128,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
128,6,high,full,even,0,4,0,4,False,False,False,False,7,7
128,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
128,8,low,self,even,63,4,50,4,False,False,False,False,4,4
128,9,high,full,uneven,0,3,0,5,False,False,False,False,3,5
128,10,high,full,even,0,4,0,4,False,False,False,False,5,3
128,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
128,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
129,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
129,2,low,self,even,59,4,56,4,False,False,False,False,4,4
129,3,high,self,uneven,0,5,22,3,False,False,False,False,5,3
129,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
129,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
129,6,low,full,uneven,23,3,2,5,False,False,False,False,7,7
129,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
129,8,high,full,uneven,4,5,18,3,False,False,False,False,4,4
129,9,low,self,even,62,4,61,4,False,False,False,False,3,5
129,10,low,full,even,37,4,50,4,False,False,False,False,5,3
129,11,low,self,even,12,4,11,4,False,False,False,False,7,7
129,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
130,1,high,full,uneven,0,5,0,3,False,False,False,False,4,4
130,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
130,3,low,full,even,57,4,49,4,False,False,False,False,5,3
130,4,high,self,even,18,4,4,4,False,False,False,False,3,5
130,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
130,6,low,self,even,12,4,15,4,False,False,False,False,7,7
130,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
130,8,low,self,even,63,4,50,4,False,False,False,False,4,4
130,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
130,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
130,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
130,12,low,self,uneven,0,5,15,3,False,False,False,False,7,7
131,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
131,2,high,self,even,12,4,18,4,False,False,False,False,4,4
131,3,low,full,even,57,4,49,4,False,False,False,False,5,3
131,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
131,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
131,6,low,full,even,0,4,19,4,False,False,False,False,7,7
131,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
131,8,low,self,uneven,47,5,52,3,False,False,False,False,4,4
131,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
131,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
131,11,high,self,even,0,4,0,4,False,False,False,False,7,7
131,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
132,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
132,2,low,full,even,56,4,59,4,False,False,False,False,4,4
132,3,low,full,uneven,28,5,56,3,False,False,False,False,5,3
132,4,high,full,uneven,4,5,22,3,False,False,False,False,3,5
132,5,high,self,even,0,4,0,4,False,False,False,False,7,7
132,6,high,self,even,0,4,0,4,False,False,False,False,7,7
132,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
132,8,high,full,uneven,0,3,28,5,False,False,False,False,4,4
132,9,high,self,even,24,4,22,4,False,False,False,False,3,5
132,10,high,full,even,0,4,0,4,False,False,False,False,5,3
132,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
132,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
133,1,high,self,even,8,4,0,4,False,False,False,False,4,4
133,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
133,3,low,full,uneven,28,5,56,3,False,False,False,False,5,3
133,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
133,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
133,6,high,full,even,0,4,0,4,False,False,False,False,7,7
133,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
133,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
133,9,high,full,uneven,0,3,0,5,False,False,False,False,3,5
133,10,low,self,uneven,40,3,59,5,False,False,False,False,5,3
133,11,low,self,even,11,4,12,4,False,False,False,False,7,7
133,12,high,full,even,0,4,0,4,False,False,False,False,7,7
134,1,high,full,even,8,4,0,4,False,False,False,False,4,4
134,2,low,self,even,56,4,59,4,False,False,False,False,4,4
134,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
134,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
134,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
134,6,high,full,even,0,4,0,4,False,False,False,False,7,7
134,7,high,self,even,0,4,0,4,False,False,False,False,4,4
134,8,high,self,even,26,4,0,4,False,False,False,False,4,4
134,9,low,self,even,61,4,62,4,False,False,False,False,3,5
134,10,low,full,even,60,4,59,4,False,False,False,False,5,3
134,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
134,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
135,1,high,self,even,0,4,8,4,False,False,False,False,4,4
135,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
135,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
135,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
135,5,low,self,even,11,4,0,4,False,False,False,False,7,7
135,6,low,full,even,0,4,19,4,False,False,False,False,7,7
135,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
135,8,low,full,even,51,4,44,4,False,False,False,False,4,4
135,9,low,self,even,61,4,62,4,False,False,False,False,3,5
135,10,low,full,even,37,4,50,4,False,False,False,False,5,3
135,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
135,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
136,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
136,2,high,self,even,18,4,12,4,False,False,False,False,4,4
136,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
136,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
136,5,low,full,even,5,4,0,4,False,False,False,False,7,7
136,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
136,7,low,self,even,47,4,50,4,False,False,False,False,4,4
136,8,low,full,even,50,4,63,4,False,False,False,False,4,4
136,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
136,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
136,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
136,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
137,1,low,full,uneven,41,5,30,3,False,False,False,False,4,4
137,2,low,self,uneven,53,5,50,3,False,False,False,False,4,4
137,3,high,self,even,0,4,24,4,False,False,False,False,5,3
137,4,high,full,even,4,4,18,4,False,False,False,False,3,5
137,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
137,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
137,7,low,self,even,50,4,47,4,False,False,False,False,4,4
137,8,low,full,even,51,4,44,4,False,False,False,False,4,4
137,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
137,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
137,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
137,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
138,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
138,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
138,3,low,full,even,62,4,41,4,False,False,False,False,5,3
138,4,low,full,even,61,4,62,4,False,False,False,False,3,5
138,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
138,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
138,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
138,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
138,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
138,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
138,11,low,full,uneven,7,5,0,3,False,False,False,False,7,7
138,12,low,full,even,17,4,0,4,False,False,False,False,7,7
139,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
139,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
139,3,high,full,even,0,4,4,4,False,False,False,False,5,3
139,4,low,self,uneven,47,5,42,3,False,False,False,False,3,5
139,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
139,6,high,self,even,0,4,0,4,False,False,False,False,7,7
139,7,high,full,uneven,0,5,0,3,False,False,False,False,4,4
139,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
139,9,low,full,uneven,60,5,61,3,False,False,False,False,3,5
139,10,low,self,uneven,59,3,60,5,False,False,False,False,5,3
139,11,high,self,even,0,4,0,4,False,False,False,False,7,7
139,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
140,1,low,self,uneven,40,5,51,3,False,False,False,False,4,4
140,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
140,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
140,4,high,full,even,4,4,18,4,False,False,False,False,3,5
140,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
140,6,high,self,even,0,4,0,4,False,False,False,False,7,7
140,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
140,8,high,full,uneven,4,5,18,3,False,False,False,False,4,4
140,9,high,full,uneven,18,5,8,3,False,False,False,False,3,5
140,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
140,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
140,12,high,full,even,0,4,0,4,False,False,False,False,7,7
141,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
141,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
141,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
141,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
141,5,high,self,even,0,4,0,4,False,False,False,False,7,7
141,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
141,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
141,8,high,self,even,0,4,26,4,False,False,False,False,4,4
141,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
141,10,high,full,even,20,4,18,4,False,False,False,False,5,3
141,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
141,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
142,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
142,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
142,3,high,self,uneven,0,3,0,5,False,False,False,False,5,3
142,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
142,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
142,6,high,self,even,0,4,0,4,False,False,False,False,7,7
142,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
142,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
142,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
142,10,low,self,uneven,59,3,60,5,False,False,False,False,5,3
142,11,high,full,even,0,4,0,4,False,False,False,False,7,7
142,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
143,1,low,full,even,23,4,49,4,False,False,False,False,4,4
143,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
143,3,high,self,even,0,4,24,4,False,False,False,False,5,3
143,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
143,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
143,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
143,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
143,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
143,9,low,self,even,62,4,61,4,False,False,False,False,3,5
143,10,high,full,even,0,4,0,4,False,False,False,False,5,3
143,11,low,self,uneven,0,3,7,5,False,False,False,False,7,7
143,12,high,self,even,0,4,0,4,False,False,False,False,7,7
144,1,low,full,even,54,4,49,4,False,False,False,False,4,4
144,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
144,3,low,full,uneven,28,5,56,3,False,False,False,False,5,3
144,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
144,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
144,6,low,full,uneven,4,5,25,3,False,False,False,False,7,7
144,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
144,8,low,self,uneven,47,5,52,3,False,False,False,False,4,4
144,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
144,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
144,11,low,self,uneven,7,5,0,3,False,False,False,False,7,7
144,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
145,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
145,2,low,full,even,56,4,59,4,False,False,False,False,4,4
145,3,low,full,even,62,4,41,4,False,False,False,False,5,3
145,4,high,self,uneven,0,3,0,5,False,False,False,False,3,5
145,5,low,self,even,11,4,0,4,False,False,False,False,7,7
145,6,low,self,even,12,4,15,4,False,False,False,False,7,7
145,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
145,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
145,9,low,full,even,59,4,58,4,False,False,False,False,3,5
145,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
145,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
145,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
146,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
146,2,low,full,even,53,4,51,4,False,False,False,False,4,4
146,3,high,full,uneven,0,5,0,3,False,False,False,False,5,3
146,4,high,full,even,4,4,18,4,False,False,False,False,3,5
146,5,high,self,even,0,4,0,4,False,False,False,False,7,7
146,6,low,full,even,0,4,19,4,False,False,False,False,7,7
146,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
146,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
146,9,low,full,uneven,22,3,11,5,False,True,False,False,3,5
146,10,high,self,even,20,4,18,4,False,False,False,False,5,3
146,11,high,self,even,0,4,0,4,False,False,False,False,7,7
146,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
147,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
147,2,low,self,uneven,53,5,50,3,False,False,False,False,4,4
147,3,high,self,even,0,4,24,4,False,False,False,False,5,3
147,4,high,full,even,4,4,18,4,False,False,False,False,3,5
147,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
147,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
147,7,high,self,even,0,4,0,4,False,False,False,False,4,4
147,8,low,full,uneven,47,3,64,5,False,False,False,False,4,4
147,9,high,self,even,24,4,22,4,False,False,False,False,3,5
147,10,low,full,uneven,59,5,40,3,False,False,False,False,5,3
147,11,low,self,even,12,4,11,4,False,False,False,False,7,7
147,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
148,1,high,full,even,8,4,0,4,False,False,False,False,4,4
148,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
148,3,low,full,even,57,4,49,4,False,False,False,False,5,3
148,4,high,full,even,0,4,12,4,False,False,False,False,3,5
148,5,low,self,even,0,4,11,4,False,False,False,False,7,7
148,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
148,7,low,full,uneven,47,3,42,5,False,False,False,False,4,4
148,8,high,self,even,26,4,0,4,False,False,False,False,4,4
148,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
148,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
148,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
148,12,low,full,uneven,0,5,0,3,False,False,False,False,7,7
149,1,high,self,even,8,4,0,4,False,False,False,False,4,4
149,2,low,self,uneven,53,5,50,3,False,False,False,False,4,4
149,3,low,full,even,57,4,49,4,False,False,False,False,5,3
149,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
149,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
149,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
149,7,low,full,even,57,4,64,4,False,False,False,False,4,4
149,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
149,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
149,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
149,11,low,self,even,11,4,12,4,False,False,False,False,7,7
149,12,high,self,even,0,4,0,4,False,False,False,False,7,7
150,1,high,full,even,8,4,0,4,False,False,False,False,4,4
150,2,low,self,even,56,4,59,4,False,False,False,False,4,4
150,3,high,self,even,0,4,24,4,False,False,False,False,5,3
150,4,low,self,even,59,4,52,4,False,False,False,False,3,5
150,5,low,full,even,0,4,11,4,False,False,False,False,7,7
150,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
150,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
150,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
150,9,high,full,even,14,4,20,4,False,False,False,False,3,5
150,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
150,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
150,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
151,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
151,2,high,self,uneven,6,3,20,5,False,False,False,False,4,4
151,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
151,4,high,full,uneven,4,5,22,3,False,False,False,False,3,5
151,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
151,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
151,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
151,8,low,self,even,63,4,50,4,False,False,False,False,4,4
151,9,low,full,uneven,60,5,61,3,False,False,False,False,3,5
151,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
151,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
151,12,low,self,even,0,4,11,4,False,False,False,False,7,7
152,1,high,full,even,0,4,0,4,False,False,False,False,3,4
152,2,high,self,uneven,6,3,20,5,False,False,False,False,4,4
152,3,low,full,uneven,61,3,34,5,False,False,False,False,5,3
152,4,high,full,even,0,4,12,4,False,False,False,False,3,5
152,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
152,6,high,self,even,0,4,0,4,False,False,False,False,7,7
152,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
152,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
152,9,low,self,even,61,4,62,4,False,False,False,False,3,5
152,10,low,full,even,37,4,50,4,False,False,False,False,5,3
152,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
152,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
153,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
153,2,low,self,even,59,4,56,4,False,False,False,False,4,4
153,3,high,self,uneven,0,3,0,5,False,False,False,False,5,3
153,4,low,full,uneven,52,5,49,3,False,False,False,False,3,5
153,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
153,6,low,self,uneven,0,3,21,5,False,False,False,False,7,7
153,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
153,8,high,full,even,18,4,0,4,False,False,False,False,4,4
153,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
153,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
153,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
153,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
154,1,low,full,even,23,4,49,4,False,False,False,False,4,4
154,2,low,self,even,56,4,59,4,False,False,False,False,4,4
154,3,low,full,uneven,61,3,34,5,False,False,False,False,5,3
154,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
154,5,low,self,even,0,4,11,4,False,False,False,False,7,7
154,6,high,self,even,0,4,0,4,False,False,False,False,7,7
154,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
154,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
